Scenario,GlobalPlanner,LocalPlanner,SweepParam,InflationFactor,PedCount,Seed,Status,Time(s),Distance(m),Smoothness(rad),CPU(%),Memory(%),Memory(MiB),TotalRAM(GiB)
dynamic,dstar_lite,dwa,default,0.3,3,47453707,FAILURE,51.7830,0.1758,33.7998,59.06,0.16,50.58,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453708,FAILURE,48.8033,0.1731,34.5482,58.84,0.17,53.30,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453709,SUCCESS,77.8683,11.9129,47.6908,56.65,0.18,59.25,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453710,FAILURE,44.2008,0.2112,34.9148,21.64,0.18,57.50,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453711,SUCCESS,146.8936,32.7294,26.7370,71.34,0.19,61.82,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453712,FAILURE,42.5513,0.1748,28.2364,21.79,0.18,58.03,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453713,FAILURE,42.9583,0.1634,26.4210,21.79,0.18,57.38,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453714,FAILURE,49.9457,0.1668,33.1700,58.85,0.19,60.33,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453715,SUCCESS,88.8647,25.0107,22.0553,67.59,0.19,61.38,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453716,SUCCESS,37.1627,6.1303,30.0269,53.69,0.19,60.68,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453717,FAILURE,51.4129,0.1694,33.7629,59.07,0.19,59.82,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453718,SUCCESS,121.0386,26.8110,122.9836,44.02,0.19,61.60,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453719,SUCCESS,125.1400,17.6430,382.9718,70.43,0.19,61.84,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453720,FAILURE,43.5641,0.1634,26.3981,20.97,0.18,57.60,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453721,FAILURE,43.2124,0.2827,46.3472,21.27,0.18,58.00,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453722,FAILURE,50.2845,0.1739,40.1043,58.26,0.19,60.10,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453723,FAILURE,43.2617,0.1634,26.4796,20.90,0.18,57.38,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453724,FAILURE,43.5626,0.1634,26.4237,20.61,0.18,57.51,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453725,FAILURE,51.1195,0.1630,27.7081,58.79,0.19,59.55,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453726,FAILURE,43.0342,0.1972,44.1471,21.50,0.18,57.55,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453727,FAILURE,49.9760,0.1744,34.5187,58.59,0.19,59.81,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453728,FAILURE,43.5552,0.1634,26.4030,20.57,0.18,57.49,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453729,FAILURE,43.4023,0.2063,45.9723,21.52,0.18,57.87,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453730,SUCCESS,176.2191,45.4483,101.6489,57.77,0.20,62.65,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453731,SUCCESS,41.7953,12.9300,20.8127,46.38,0.19,62.15,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453732,FAILURE,51.6679,0.1696,34.2004,58.85,0.19,59.40,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453733,FAILURE,43.2905,0.1756,28.1926,20.65,0.18,57.80,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453734,FAILURE,43.1124,0.1756,28.1950,20.79,0.18,57.84,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453735,SUCCESS,28.5955,9.3141,12.5053,49.78,0.19,61.35,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453736,FAILURE,49.9591,0.2519,59.4351,58.47,0.19,59.93,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453737,FAILURE,43.3947,0.1632,26.9381,21.38,0.18,57.79,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453738,FAILURE,49.6842,0.5591,86.9593,59.46,0.19,59.82,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453739,FAILURE,43.1052,0.1634,26.4407,22.04,0.18,57.98,31.28
dynamic,dstar_lite,dwa,default,0.3,3,47453740,FAILURE,52.7752,0.1856,32.5492,59.57,0.19,59.97,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275824,SUCCESS,59.0543,17.3107,5.1463,34.03,0.18,58.76,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275825,FAILURE,43.2272,0.1607,27.4216,21.00,0.18,57.72,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275826,SUCCESS,77.5552,12.7656,59.6299,46.20,0.20,62.69,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275827,SUCCESS,48.2162,11.2112,32.7304,27.22,0.19,61.45,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275828,SUCCESS,33.2447,10.4609,21.3885,57.93,0.20,62.66,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275829,SUCCESS,31.5574,8.8910,3.7739,62.39,0.20,62.72,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275830,FAILURE,54.6205,0.1745,28.4137,60.15,0.19,60.77,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275831,SUCCESS,30.1698,9.2888,13.5088,44.56,0.20,62.52,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275832,FAILURE,52.7898,0.1790,34.5666,59.84,0.19,61.07,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275833,FAILURE,52.4736,0.1672,34.6498,59.90,0.19,61.00,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275834,SUCCESS,48.2927,13.7520,46.4930,72.54,0.19,62.40,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275835,FAILURE,52.9509,0.1878,29.8121,59.42,0.19,60.99,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275836,FAILURE,53.9697,0.1864,29.7244,60.26,0.19,60.78,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275837,FAILURE,43.4404,0.1633,26.7643,21.43,0.18,57.77,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275838,SUCCESS,34.6066,12.3006,7.1689,47.25,0.19,62.29,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275839,SUCCESS,161.0792,14.9803,724.1518,77.27,0.20,63.92,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275840,SUCCESS,56.8728,15.2593,80.1482,38.52,0.19,62.41,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275841,FAILURE,54.4160,0.5374,87.3520,59.03,0.19,61.55,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275842,SUCCESS,37.7271,12.3477,41.6301,63.52,0.19,62.23,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275843,SUCCESS,56.7095,16.6639,8.5433,46.72,0.20,62.71,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275844,SUCCESS,33.6054,12.9589,3.9286,52.48,0.20,62.55,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275845,SUCCESS,66.2118,16.7705,59.2613,63.58,0.20,62.73,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275846,FAILURE,43.5771,0.1756,27.1492,22.19,0.18,57.41,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275847,SUCCESS,16.0022,5.7087,8.7171,42.30,0.19,62.02,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275848,FAILURE,180.0028,1.9961,1475.3543,85.86,0.19,61.50,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275849,SUCCESS,106.5422,13.3583,466.6826,68.07,0.19,62.05,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275850,SUCCESS,36.6992,8.8245,29.2327,54.19,0.19,62.14,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275851,SUCCESS,53.4867,17.7198,18.8613,62.72,0.20,62.86,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275852,FAILURE,180.0029,12.6607,892.7162,75.87,0.20,63.04,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275853,SUCCESS,73.7349,17.6369,23.2057,69.49,0.20,63.79,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275854,SUCCESS,51.2106,16.3663,8.2349,59.81,0.20,62.69,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275855,SUCCESS,73.7780,20.5430,12.7233,69.77,0.20,63.38,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275856,SUCCESS,94.1079,26.5749,13.0765,60.63,0.20,62.88,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275857,SUCCESS,38.7812,9.1790,54.7708,43.70,0.19,61.24,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275858,SUCCESS,61.4417,18.2024,41.8299,57.26,0.20,62.61,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275859,SUCCESS,34.8084,10.8359,4.1546,56.75,0.19,61.98,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275860,SUCCESS,63.0494,18.5797,12.7446,64.70,0.20,62.70,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275861,FAILURE,180.0027,18.3488,1005.7958,79.15,0.20,62.95,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275862,FAILURE,42.9387,0.1631,26.9960,21.52,0.18,57.66,31.28
dynamic,dstar_lite,dwa,default,0.5,3,1111275863,SUCCESS,45.4625,10.1624,57.7249,54.40,0.20,62.90,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477448,SUCCESS,156.5434,9.1372,1079.5983,76.92,0.20,63.08,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477449,FAILURE,57.0686,0.1932,32.1217,60.65,0.19,61.70,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477450,SUCCESS,97.5839,8.5462,800.5071,34.04,0.20,63.52,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477451,SUCCESS,112.9629,7.8668,511.4931,78.68,0.20,62.90,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477452,SUCCESS,41.4447,11.6273,14.2601,72.08,0.20,63.94,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477453,FAILURE,56.5448,0.1957,37.7824,60.66,0.19,61.58,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477454,SUCCESS,46.3914,15.7142,13.3948,49.25,0.20,63.13,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477455,SUCCESS,42.8705,12.2673,20.0557,53.82,0.20,63.49,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477456,SUCCESS,48.4484,13.3186,11.3468,52.15,0.20,64.03,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477457,SUCCESS,62.2324,18.3222,14.3782,59.82,0.20,63.74,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477458,SUCCESS,48.5026,12.6767,19.1041,66.86,0.20,65.03,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477459,SUCCESS,27.4122,8.2017,3.9217,26.63,0.18,58.93,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477460,FAILURE,56.1048,0.1719,28.1057,60.20,0.19,61.67,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477461,SUCCESS,134.4489,13.5448,839.0513,68.61,0.20,63.63,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477462,SUCCESS,49.5228,15.9883,31.5161,51.02,0.20,64.38,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477463,SUCCESS,152.6642,19.2640,643.5221,36.41,0.20,63.74,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477464,FAILURE,55.7338,0.1794,39.9491,60.00,0.19,61.54,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477465,SUCCESS,162.5037,24.6848,571.5860,80.15,0.20,64.82,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477466,SUCCESS,57.5964,15.3813,20.0604,65.98,0.20,63.76,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477467,SUCCESS,65.0732,8.0394,146.1105,29.43,0.20,63.27,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477468,FAILURE,54.7406,0.1730,28.5626,59.63,0.19,61.85,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477469,SUCCESS,89.7823,15.7376,75.7042,58.08,0.20,64.45,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477470,SUCCESS,69.7766,19.2149,37.9211,54.83,0.20,63.68,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477471,SUCCESS,35.8179,12.6452,16.6680,40.23,0.19,61.75,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477472,SUCCESS,55.0177,12.6921,81.7217,46.76,0.20,64.28,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477473,SUCCESS,85.8979,24.7158,25.6337,44.11,0.20,64.12,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477474,FAILURE,56.1999,0.1708,27.9955,59.75,0.19,61.79,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477475,FAILURE,55.8034,0.2065,33.9140,59.17,0.19,61.83,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477476,SUCCESS,24.7733,7.5890,15.8552,38.36,0.20,62.72,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477477,SUCCESS,35.8809,10.1345,31.2521,32.63,0.19,60.15,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477478,SUCCESS,95.3696,15.3411,355.5559,78.16,0.18,59.15,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477479,FAILURE,180.0025,16.6456,1096.8999,82.14,0.20,63.67,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477480,SUCCESS,93.9804,24.8247,122.1798,81.85,0.20,64.45,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477481,SUCCESS,62.1748,19.5209,23.8862,63.71,0.20,63.89,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477482,SUCCESS,59.1766,15.6425,16.4900,77.72,0.20,63.59,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477483,FAILURE,56.9813,0.1824,29.6871,60.62,0.20,63.36,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477484,SUCCESS,55.9343,14.9171,25.7523,41.87,0.20,63.80,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477485,SUCCESS,23.7881,7.6919,29.8687,37.92,0.19,61.36,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477486,SUCCESS,72.5774,19.4664,109.1722,73.83,0.21,65.96,31.28
dynamic,dstar_lite,dwa,default,0.7,3,2116477487,SUCCESS,67.1561,18.8040,83.5483,56.11,0.20,64.05,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678903,FAILURE,49.8080,0.1634,26.4122,18.38,0.18,57.52,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678904,FAILURE,50.1658,0.1632,26.9719,18.94,0.18,57.30,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678905,SUCCESS,155.7231,27.5395,251.9271,45.40,0.19,61.73,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678906,FAILURE,61.9960,0.1765,27.9997,53.68,0.19,59.41,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678907,SUCCESS,165.1256,37.6441,37.0224,61.11,0.19,62.05,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678908,FAILURE,180.0025,39.2126,36.1369,67.95,0.19,61.95,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678909,FAILURE,63.3192,0.1783,28.4905,53.69,0.19,59.98,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678910,FAILURE,61.5498,0.1661,26.9709,53.18,0.19,59.64,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678911,FAILURE,62.4620,0.1812,28.4664,53.24,0.19,59.73,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678912,SUCCESS,95.9908,20.2389,87.9648,53.98,0.19,61.74,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678913,FAILURE,51.0803,0.1632,26.9362,18.62,0.18,57.92,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678914,SUCCESS,97.0009,18.0253,35.0790,69.24,0.19,61.78,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678915,FAILURE,51.6986,0.1747,28.2585,19.54,0.18,58.06,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678916,FAILURE,51.6119,0.1697,27.2887,18.62,0.18,57.40,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678917,FAILURE,51.3808,0.1739,28.8798,18.63,0.18,57.30,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678918,FAILURE,61.9643,0.1725,27.6483,53.02,0.19,59.51,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678919,FAILURE,63.9751,0.5146,65.1737,52.53,0.19,59.77,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678920,FAILURE,49.7555,0.7524,77.8148,19.74,0.18,57.91,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678921,FAILURE,62.9261,0.4110,60.6189,53.36,0.19,60.23,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678922,FAILURE,50.0481,0.1632,26.9697,18.73,0.18,57.44,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678923,FAILURE,51.2275,0.1750,28.2225,18.99,0.18,57.51,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678924,FAILURE,49.9303,0.1959,43.6099,18.23,0.18,57.84,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678925,FAILURE,62.1396,0.1673,27.0777,52.52,0.19,59.45,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678926,SUCCESS,134.3130,25.8598,50.7150,37.99,0.19,60.62,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678927,FAILURE,63.1512,0.1737,34.4909,53.42,0.18,56.45,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678928,FAILURE,49.6920,0.1692,27.4780,18.83,0.17,54.70,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678929,FAILURE,61.2641,0.1651,26.7673,53.71,0.17,55.25,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678930,FAILURE,60.7664,0.1815,29.9655,53.38,0.19,59.55,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678931,FAILURE,61.4267,0.4517,59.0620,53.30,0.19,59.78,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678932,FAILURE,49.2793,0.1757,28.1803,19.17,0.18,57.20,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678933,FAILURE,180.0027,0.0116,7973.9023,12.53,0.19,59.46,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678934,SUCCESS,88.1679,20.8722,23.1947,50.99,0.19,61.34,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678935,SUCCESS,64.5202,14.8797,36.6392,59.42,0.19,61.64,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678936,FAILURE,180.0029,0.0126,3700.5349,12.80,0.18,59.24,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678937,FAILURE,49.7494,0.1756,28.1324,18.89,0.18,57.45,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678938,FAILURE,60.9464,0.1798,28.2166,53.73,0.19,59.32,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678939,SUCCESS,65.8588,17.3739,31.0447,37.52,0.19,61.29,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678940,FAILURE,59.1576,0.1713,30.1206,53.78,0.19,59.54,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678941,FAILURE,61.0446,0.1804,35.2915,53.55,0.19,59.84,31.28
dynamic,dstar_lite,dwa,default,0.3,5,100678942,FAILURE,62.0662,0.5349,81.6211,53.72,0.19,60.05,31.28
dynamic,dstar_lite,dwa,default,0.5,5,1190109250,SUCCESS,51.6381,14.2905,14.8838,41.06,0.19,61.88,31.28
dynamic,dstar_lite,dwa,default,0.5,5,1190109251,SUCCESS,72.4078,18.3982,9.1677,49.26,0.19,62.04,31.28
dynamic,dstar_lite,dwa,default,0.5,5,1190109252,SUCCESS,153.5410,20.3913,92.6130,64.46,0.20,62.57,31.28
dynamic,dstar_lite,dwa,default,0.5,5,1190109253,SUCCESS,80.9685,10.8229,163.7441,40.38,0.19,62.06,31.28
dynamic,dstar_lite,dwa,default,0.5,5,1190109254,SUCCESS,103.0423,14.5780,47.2792,65.81,0.19,61.77,31.28
dynamic,dstar_lite,dwa,default,0.5,5,1190109255,SUCCESS,57.6912,13.0513,34.9577,36.78,0.19,61.22,31.28
dynamic,dstar_lite,dwa,default,0.5,5,1190109256,FAILURE,49.8626,0.1634,26.4310,18.41,0.17,54.57,31.28
dynamic,dstar_lite,dwa,default,0.5,5,1190109257,FAILURE,180.0037,0.0000,0.0000,0.00,0.12,37.62,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459956,FAILURE,45.0316,0.1634,26.4240,15.24,0.12,40.02,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459957,FAILURE,180.0030,0.3007,42.1847,75.26,0.60,193.30,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459958,FAILURE,45.4667,0.1632,26.8760,15.43,0.12,39.96,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459959,FAILURE,155.1642,0.3851,59.0680,73.19,0.70,224.45,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459960,SUCCESS,162.1056,37.1446,91.4208,59.96,0.32,101.03,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459961,FAILURE,45.6276,0.1756,28.1940,16.77,0.13,40.31,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459962,FAILURE,50.5057,0.1649,26.6298,41.70,0.14,43.96,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459963,FAILURE,49.6316,0.8875,64.3439,13.32,0.12,39.98,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459964,FAILURE,46.7342,0.1640,26.3263,7.04,0.13,40.36,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459965,FAILURE,180.0028,0.2207,31.2755,81.90,0.61,194.20,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459966,FAILURE,104.6494,0.2826,41.6843,60.40,0.60,190.62,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459967,FAILURE,161.7629,0.8675,87.3825,70.02,0.60,193.71,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459968,SUCCESS,157.9056,29.0093,131.8912,67.87,0.25,79.68,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459969,FAILURE,81.9358,0.6275,91.7928,44.06,0.55,175.80,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459970,FAILURE,180.0028,42.3068,86.1167,22.70,0.15,47.88,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459971,FAILURE,46.0269,0.1748,28.2436,15.20,0.12,39.95,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459972,FAILURE,180.0027,33.4837,93.0546,39.97,0.19,61.04,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459973,FAILURE,46.7793,0.3193,44.0268,15.57,0.13,40.44,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459974,SUCCESS,130.1764,28.5250,42.1011,54.99,0.25,78.71,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459975,SUCCESS,177.7670,40.2343,47.5916,19.34,0.13,42.03,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459976,FAILURE,46.4230,0.1812,38.0348,13.81,0.13,40.77,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459977,FAILURE,47.7013,0.1756,28.1882,13.07,0.13,40.66,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459978,FAILURE,49.6850,0.1632,26.8615,14.02,0.12,40.00,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459979,FAILURE,47.6048,0.1763,27.8698,6.70,0.13,40.25,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459980,FAILURE,120.7228,15.3012,97.4393,48.79,0.56,180.85,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459981,FAILURE,54.2487,0.1634,26.4215,12.43,0.13,40.88,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459982,FAILURE,46.8295,0.1631,27.1738,7.06,0.13,41.16,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459983,FAILURE,45.8297,0.1629,27.1762,15.44,0.13,40.72,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459984,FAILURE,46.6257,0.1640,26.2355,6.77,0.12,40.01,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459985,SUCCESS,56.5250,16.9518,8.5100,26.53,0.22,69.38,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459986,SUCCESS,22.6496,7.4128,15.5182,30.78,0.13,42.23,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459987,FAILURE,46.1108,0.1630,27.1957,13.64,0.13,40.22,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459988,FAILURE,180.0041,44.7347,200.6776,24.33,0.14,43.69,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459989,FAILURE,46.8717,0.2087,101.3910,15.46,0.13,41.84,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459990,FAILURE,46.5940,0.5410,114.7334,6.86,0.13,40.10,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459991,FAILURE,45.8619,0.1636,27.2730,7.16,0.13,40.38,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459992,FAILURE,151.1024,0.4090,162.6038,73.88,0.61,193.95,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459993,SUCCESS,125.2879,27.9608,139.6290,26.20,0.14,44.25,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459994,FAILURE,47.6555,0.1773,28.0044,23.06,0.13,42.53,31.28
dynamic,hybrid_astar,apf,default,0.3,3,47459995,SUCCESS,66.2718,18.3990,41.7554,35.00,0.14,44.35,31.28
dynamic,hybrid_astar,apf,default,0.5,3,1111282079,SUCCESS,40.2061,11.2193,68.5249,25.72,0.13,41.91,31.28
dynamic,hybrid_astar,apf,default,0.5,3,1111282080,SUCCESS,32.8975,10.7639,45.4726,23.02,0.13,41.98,31.28
dynamic,hybrid_astar,apf,default,0.5,3,1111282081,SUCCESS,63.7377,20.2565,29.0820,22.64,0.13,41.79,31.28
dynamic,hybrid_astar,apf,default,0.5,3,1111282082,SUCCESS,19.9574,7.0338,4.4375,22.42,0.13,41.65,31.28
dynamic,hybrid_astar,apf,default,0.5,3,1111282083,FAILURE,85.2294,1.1790,235.8934,13.76,0.13,41.34,31.28
dynamic,hybrid_astar,apf,default,0.5,3,1111282084,SUCCESS,27.7437,7.9170,13.6715,22.84,0.13,42.38,31.28
dynamic,hybrid_astar,apf,default,0.5,3,1111282085,SUCCESS,68.8604,13.7029,51.0421,20.56,0.13,41.72,31.28
dynamic,hybrid_astar,apf,default,0.5,3,1111282086,SUCCESS,35.8094,10.7783,32.3445,21.38,0.13,42.21,31.28
