Scenario,GlobalPlanner,LocalPlanner,SweepParam,InflationFactor,PedCount,Seed,Status,Time(s),Distance(m),Smoothness(rad),CPU(%),Memory(%),Memory(MiB),TotalRAM(GiB)
dynamic,astar,apf,default,0.3,3,47453701,FAILURE,49.6790,0.1791,28.4212,52.99,0.14,45.83,31.28
dynamic,astar,apf,default,0.3,3,47453702,FAILURE,49.7334,0.1757,28.4639,54.09,0.14,45.53,31.28
dynamic,astar,apf,default,0.3,3,47453703,SUCCESS,40.0761,16.7543,9.6412,16.72,0.15,46.46,31.28
dynamic,astar,apf,default,0.3,3,47453704,FAILURE,44.4119,0.1839,41.1924,14.83,0.13,40.55,31.28
dynamic,astar,apf,default,0.3,3,47453705,FAILURE,49.3717,0.1637,26.2666,54.04,0.14,45.70,31.28
dynamic,astar,apf,default,0.3,3,47453706,FAILURE,51.5999,0.1672,27.0745,54.47,0.14,45.74,31.28
dynamic,astar,apf,default,0.3,3,47453707,SUCCESS,67.4457,24.5886,63.7701,13.76,0.14,44.15,31.28
dynamic,astar,apf,default,0.3,3,47453708,FAILURE,180.0031,51.1176,279.3584,10.16,0.13,42.09,31.28
dynamic,astar,apf,default,0.3,3,47453709,SUCCESS,32.0065,11.7574,22.4437,8.88,0.13,41.63,31.28
dynamic,astar,apf,default,0.3,3,47453710,FAILURE,50.3392,0.2045,32.4985,53.79,0.14,45.05,31.28
dynamic,astar,apf,default,0.3,3,47453711,SUCCESS,91.6096,36.8369,66.9026,22.62,0.14,46.31,31.28
dynamic,astar,apf,default,0.3,3,47453712,FAILURE,49.5955,0.1675,27.1479,53.65,0.14,46.30,31.28
dynamic,astar,apf,default,0.3,3,47453713,FAILURE,50.5921,0.1697,27.4714,54.63,0.14,46.40,31.28
dynamic,astar,apf,default,0.3,3,47453714,SUCCESS,32.0582,13.7258,12.3260,10.18,0.13,42.01,31.28
dynamic,astar,apf,default,0.3,3,47453715,FAILURE,180.0033,29.0952,1399.2821,11.46,0.14,45.98,31.28
dynamic,astar,apf,default,0.3,3,47453716,SUCCESS,16.9807,6.7334,7.0980,8.49,0.13,40.92,31.28
dynamic,astar,apf,default,0.3,3,47453717,SUCCESS,25.6944,9.9795,24.1807,8.92,0.13,40.70,31.28
dynamic,astar,apf,default,0.3,3,47453718,SUCCESS,69.3723,27.8244,45.2062,17.33,0.14,45.81,31.28
dynamic,astar,apf,default,0.3,3,47453719,SUCCESS,47.2093,18.3044,39.6607,9.18,0.13,42.34,31.28
dynamic,astar,apf,default,0.3,3,47453720,FAILURE,44.4121,0.1756,28.1375,12.38,0.13,40.91,31.28
dynamic,astar,apf,default,0.3,3,47453721,FAILURE,50.5330,0.2869,46.7908,54.65,0.15,46.61,31.28
dynamic,astar,apf,default,0.3,3,47453722,SUCCESS,20.6884,8.0684,19.7161,8.19,0.13,41.30,31.28
dynamic,astar,apf,default,0.3,3,47453723,FAILURE,49.7046,0.1729,27.7612,47.23,0.14,45.49,31.28
dynamic,astar,apf,default,0.3,3,47453724,FAILURE,44.7654,0.1639,26.5715,7.31,0.13,40.16,31.28
dynamic,astar,apf,default,0.3,3,47453725,FAILURE,44.5057,0.1629,27.2176,6.89,0.13,40.66,31.28
dynamic,astar,apf,default,0.3,3,47453726,FAILURE,44.8669,0.2067,32.4928,7.26,0.13,40.06,31.28
dynamic,astar,apf,default,0.3,3,47453727,SUCCESS,76.0056,29.7599,41.0992,22.21,0.14,45.12,31.28
dynamic,astar,apf,default,0.3,3,47453728,FAILURE,51.2534,0.1646,26.7852,54.01,0.14,45.56,31.28
dynamic,astar,apf,default,0.3,3,47453729,FAILURE,51.5870,0.2380,36.0071,53.95,0.14,45.76,31.28
dynamic,astar,apf,default,0.3,3,47453730,FAILURE,180.0037,37.1623,1033.5059,23.03,0.14,45.80,31.28
dynamic,astar,apf,default,0.3,3,47453731,SUCCESS,36.6659,14.1483,26.0590,11.86,0.14,45.80,31.28
dynamic,astar,apf,default,0.3,3,47453732,SUCCESS,62.0810,21.5432,73.1837,11.99,0.14,44.89,31.28
dynamic,astar,apf,default,0.3,3,47453733,FAILURE,50.6315,0.1740,27.6299,54.06,0.14,45.69,31.28
dynamic,astar,apf,default,0.3,3,47453734,FAILURE,50.7073,0.1646,26.7917,54.28,0.14,45.84,31.28
dynamic,astar,apf,default,0.3,3,47453735,SUCCESS,22.6914,9.4092,6.2756,18.29,0.14,46.18,31.28
dynamic,astar,apf,default,0.3,3,47453736,SUCCESS,89.1965,35.8191,36.5192,24.77,0.14,46.29,31.28
dynamic,astar,apf,default,0.3,3,47453737,FAILURE,51.9357,0.1791,28.2120,54.27,0.14,45.23,31.28
dynamic,astar,apf,default,0.3,3,47453738,SUCCESS,158.1146,40.8518,760.5155,18.89,0.15,47.78,31.28
dynamic,astar,apf,default,0.3,3,47453739,FAILURE,51.0585,0.1801,29.1593,53.02,0.14,46.22,31.28
dynamic,astar,apf,default,0.3,3,47453740,SUCCESS,50.9581,20.5836,29.2426,12.05,0.13,42.29,31.28
dynamic,astar,apf,default,0.5,3,1111275824,SUCCESS,41.8889,17.4863,3.9232,9.39,0.13,40.93,31.28
dynamic,astar,apf,default,0.5,3,1111275825,FAILURE,51.6911,0.1739,28.7538,54.59,0.15,48.33,31.28
dynamic,astar,apf,default,0.5,3,1111275826,SUCCESS,35.3781,13.4639,48.1909,10.69,0.13,42.03,31.28
dynamic,astar,apf,default,0.5,3,1111275827,SUCCESS,27.6202,11.2327,10.0858,8.33,0.13,41.84,31.28
dynamic,astar,apf,default,0.5,3,1111275828,SUCCESS,33.5616,11.4677,31.2493,9.47,0.13,41.71,31.28
dynamic,astar,apf,default,0.5,3,1111275829,SUCCESS,26.8653,10.0431,23.1727,8.03,0.13,41.74,31.28
dynamic,astar,apf,default,0.5,3,1111275830,SUCCESS,27.7939,10.9478,16.2402,9.63,0.13,43.00,31.28
dynamic,astar,apf,default,0.5,3,1111275831,SUCCESS,25.7556,10.1006,15.4729,8.93,0.13,41.62,31.28
dynamic,astar,apf,default,0.5,3,1111275832,SUCCESS,50.7928,16.2366,100.5806,11.43,0.15,48.61,31.28
dynamic,astar,apf,default,0.5,3,1111275833,SUCCESS,31.6509,12.4574,27.2980,10.55,0.13,41.96,31.28
dynamic,astar,apf,default,0.5,3,1111275834,SUCCESS,34.7915,14.4229,16.2995,9.59,0.13,42.62,31.28
dynamic,astar,apf,default,0.5,3,1111275835,SUCCESS,68.4330,22.7677,88.7286,11.24,0.13,42.75,31.28
dynamic,astar,apf,default,0.5,3,1111275836,SUCCESS,20.1894,8.1105,17.5416,8.99,0.13,41.36,31.28
dynamic,astar,apf,default,0.5,3,1111275837,FAILURE,51.8713,0.1637,26.9792,54.53,0.15,48.31,31.28
dynamic,astar,apf,default,0.5,3,1111275838,SUCCESS,34.3367,13.0426,26.6116,10.61,0.13,42.15,31.28
dynamic,astar,apf,default,0.5,3,1111275839,SUCCESS,41.4453,16.0248,29.8192,9.67,0.13,42.18,31.28
dynamic,astar,apf,default,0.5,3,1111275840,SUCCESS,36.8067,14.5417,17.6092,12.38,0.13,42.21,31.28
dynamic,astar,apf,default,0.5,3,1111275841,SUCCESS,27.0970,10.9852,12.5527,8.03,0.13,41.55,31.28
dynamic,astar,apf,default,0.5,3,1111275842,SUCCESS,44.5440,15.3528,42.1061,9.36,0.13,42.03,31.28
dynamic,astar,apf,default,0.5,3,1111275843,SUCCESS,40.6545,16.5914,14.8103,9.72,0.13,41.75,31.28
dynamic,astar,apf,default,0.5,3,1111275844,SUCCESS,33.2331,13.5927,18.0864,10.70,0.13,41.51,31.28
dynamic,astar,apf,default,0.5,3,1111275845,SUCCESS,45.0180,17.6127,29.4021,19.98,0.15,48.68,31.28
dynamic,astar,apf,default,0.5,3,1111275846,FAILURE,52.3595,0.1672,28.2679,54.56,0.15,48.90,31.28
dynamic,astar,apf,default,0.5,3,1111275847,SUCCESS,21.1452,7.0582,41.4449,7.78,0.13,41.26,31.28
dynamic,astar,apf,default,0.5,3,1111275848,SUCCESS,36.8244,14.4024,18.7501,11.51,0.13,42.46,31.28
dynamic,astar,apf,default,0.5,3,1111275849,SUCCESS,32.3575,12.2288,34.5785,9.45,0.13,41.95,31.28
dynamic,astar,apf,default,0.5,3,1111275850,SUCCESS,24.8118,9.3552,8.7133,23.53,0.15,48.79,31.28
dynamic,astar,apf,default,0.5,3,1111275851,SUCCESS,55.5035,20.8589,59.1580,12.21,0.13,42.55,31.28
dynamic,astar,apf,default,0.5,3,1111275852,SUCCESS,57.4244,16.6663,118.9016,15.24,0.15,48.58,31.28
dynamic,astar,apf,default,0.5,3,1111275853,SUCCESS,55.5892,19.9086,40.1596,10.09,0.15,47.30,31.28
dynamic,astar,apf,default,0.5,3,1111275854,SUCCESS,45.7223,16.9362,16.6748,13.38,0.13,43.23,31.28
dynamic,astar,apf,default,0.5,3,1111275855,SUCCESS,59.3968,24.0881,51.4480,13.48,0.13,42.42,31.28
dynamic,astar,apf,default,0.5,3,1111275856,SUCCESS,71.5260,29.5094,41.9573,21.46,0.14,44.54,31.28
dynamic,astar,apf,default,0.5,3,1111275857,SUCCESS,23.0267,7.7920,27.3966,12.52,0.15,48.21,31.28
dynamic,astar,apf,default,0.5,3,1111275858,SUCCESS,55.6112,20.7560,74.6649,12.72,0.13,42.25,31.28
dynamic,astar,apf,default,0.5,3,1111275859,SUCCESS,29.1299,11.1348,5.4514,9.01,0.13,41.60,31.28
dynamic,astar,apf,default,0.5,3,1111275860,SUCCESS,47.7327,20.2427,28.4261,13.24,0.13,42.57,31.28
dynamic,astar,apf,default,0.5,3,1111275861,SUCCESS,49.9882,18.1513,64.0709,21.63,0.15,49.05,31.28
dynamic,astar,apf,default,0.5,3,1111275862,FAILURE,52.9830,0.1708,34.1725,54.43,0.15,48.28,31.28
dynamic,astar,apf,default,0.5,3,1111275863,SUCCESS,30.5482,11.2966,59.6434,9.26,0.13,41.86,31.28
dynamic,astar,apf,default,0.7,3,2116477448,SUCCESS,22.1704,7.8316,20.9943,15.83,0.16,50.09,31.28
dynamic,astar,apf,default,0.7,3,2116477449,SUCCESS,22.8647,9.1645,10.6981,7.74,0.13,41.01,31.28
dynamic,astar,apf,default,0.7,3,2116477450,SUCCESS,19.1494,6.7747,19.9825,29.04,0.16,50.74,31.28
dynamic,astar,apf,default,0.7,3,2116477451,SUCCESS,19.4072,7.2323,19.4739,8.44,0.13,41.02,31.28
dynamic,astar,apf,default,0.7,3,2116477452,SUCCESS,28.5175,11.3621,9.1632,9.10,0.13,42.01,31.28
dynamic,astar,apf,default,0.7,3,2116477453,SUCCESS,49.6992,19.6059,24.0286,14.50,0.14,43.65,31.28
dynamic,astar,apf,default,0.7,3,2116477454,SUCCESS,42.0857,17.0629,15.7359,15.52,0.13,43.04,31.28
dynamic,astar,apf,default,0.7,3,2116477455,SUCCESS,34.7477,14.4345,23.2770,13.17,0.13,41.98,31.28
dynamic,astar,apf,default,0.7,3,2116477456,SUCCESS,35.0205,14.4689,14.1648,9.76,0.13,42.04,31.28
dynamic,astar,apf,default,0.7,3,2116477457,SUCCESS,45.6762,18.8177,19.1934,14.31,0.13,42.87,31.28
dynamic,astar,apf,default,0.7,3,2116477458,SUCCESS,37.6162,15.0866,29.9643,10.64,0.13,42.06,31.28
dynamic,astar,apf,default,0.7,3,2116477459,SUCCESS,21.6328,8.0426,8.2330,8.99,0.13,41.76,31.28
dynamic,astar,apf,default,0.7,3,2116477460,SUCCESS,24.3167,9.4009,14.5301,8.86,0.13,41.30,31.28
dynamic,astar,apf,default,0.7,3,2116477461,SUCCESS,38.1187,13.8867,57.3536,10.17,0.13,41.95,31.28
dynamic,astar,apf,default,0.7,3,2116477462,SUCCESS,41.4963,16.6580,22.1945,13.69,0.14,43.28,31.28
dynamic,astar,apf,default,0.7,3,2116477463,SUCCESS,55.8919,19.2945,63.5656,21.30,0.16,50.82,31.28
dynamic,astar,apf,default,0.7,3,2116477464,SUCCESS,43.2803,17.4716,18.4346,12.65,0.13,42.50,31.28
dynamic,astar,apf,default,0.7,3,2116477465,SUCCESS,66.4212,25.8437,47.5427,17.32,0.13,42.42,31.28
dynamic,astar,apf,default,0.7,3,2116477466,SUCCESS,38.8572,15.6710,13.2873,12.21,0.13,42.44,31.28
dynamic,astar,apf,default,0.7,3,2116477467,SUCCESS,23.0030,8.4858,13.5694,30.21,0.16,50.24,31.28
dynamic,astar,apf,default,0.7,3,2116477468,SUCCESS,36.9320,14.3846,34.5526,12.17,0.13,42.15,31.28
dynamic,astar,apf,default,0.7,3,2116477469,SUCCESS,57.8505,21.0826,62.3756,9.34,0.13,42.29,31.28
dynamic,astar,apf,default,0.7,3,2116477470,SUCCESS,46.9724,18.8208,34.3109,12.94,0.13,42.06,31.28
dynamic,astar,apf,default,0.7,3,2116477471,SUCCESS,34.4099,13.6439,35.2333,10.78,0.13,42.52,31.28
dynamic,astar,apf,default,0.7,3,2116477472,SUCCESS,32.0703,12.5488,19.6517,10.66,0.13,41.83,31.28
dynamic,astar,apf,default,0.7,3,2116477473,SUCCESS,63.1816,25.4374,11.5434,27.36,0.15,47.04,31.28
dynamic,astar,apf,default,0.7,3,2116477474,SUCCESS,76.8892,29.0175,38.0737,23.85,0.14,46.06,31.28
dynamic,astar,apf,default,0.7,3,2116477475,SUCCESS,66.7430,26.4328,22.9182,26.09,0.14,45.64,31.28
dynamic,astar,apf,default,0.7,3,2116477476,SUCCESS,22.1643,9.0117,13.6348,7.78,0.13,40.97,31.28
dynamic,astar,apf,default,0.7,3,2116477477,SUCCESS,69.5030,11.3474,632.9758,8.17,0.13,41.78,31.28
dynamic,astar,apf,default,0.7,3,2116477478,SUCCESS,36.0408,14.5062,28.4608,11.51,0.13,42.54,31.28
dynamic,astar,apf,default,0.7,3,2116477479,SUCCESS,55.5394,21.3566,56.3529,15.87,0.14,43.88,31.28
dynamic,astar,apf,default,0.7,3,2116477480,SUCCESS,64.9337,24.5731,32.5774,20.31,0.16,51.32,31.28
dynamic,astar,apf,default,0.7,3,2116477481,SUCCESS,53.5243,20.8640,39.8767,20.06,0.14,45.34,31.28
dynamic,astar,apf,default,0.7,3,2116477482,SUCCESS,42.3075,16.3078,39.2099,23.69,0.16,50.17,31.28
dynamic,astar,apf,default,0.7,3,2116477483,SUCCESS,49.9393,19.9198,17.3206,14.21,0.16,50.20,31.28
dynamic,astar,apf,default,0.7,3,2116477484,SUCCESS,38.3724,14.8590,28.5698,10.33,0.13,42.56,31.28
dynamic,astar,apf,default,0.7,3,2116477485,SUCCESS,22.2614,7.9142,20.9288,8.77,0.13,41.70,31.28
dynamic,astar,apf,default,0.7,3,2116477486,SUCCESS,52.1182,20.0880,40.1969,14.54,0.13,43.10,31.28
dynamic,astar,apf,default,0.7,3,2116477487,SUCCESS,51.5848,20.8672,41.1519,14.23,0.13,43.12,31.28
dynamic,astar,apf,default,0.3,5,100678905,SUCCESS,94.1131,24.2609,178.1007,10.69,0.14,43.49,31.28
dynamic,astar,apf,default,0.3,5,100678906,FAILURE,180.0026,37.4811,874.6399,18.31,0.15,46.75,31.28
dynamic,astar,apf,default,0.3,5,100678907,FAILURE,180.0027,51.4391,209.7606,9.50,0.13,42.94,31.28
dynamic,astar,apf,default,0.3,5,100678908,SUCCESS,69.3758,22.8056,43.5600,13.18,0.15,46.61,31.28
dynamic,astar,apf,default,0.3,5,100678909,SUCCESS,61.7357,19.4432,38.9631,7.65,0.14,43.27,31.28
dynamic,astar,apf,default,0.3,5,100678910,FAILURE,55.5209,0.1705,27.0653,5.88,0.13,40.39,31.28
dynamic,astar,apf,default,0.3,5,100678911,SUCCESS,84.6763,26.5135,24.4172,12.71,0.14,43.68,31.28
dynamic,astar,apf,default,0.3,5,100678912,SUCCESS,70.2924,22.4741,42.9760,10.20,0.13,43.11,31.28
dynamic,astar,apf,default,0.3,5,100678913,FAILURE,68.4520,0.1655,26.8497,46.16,0.14,46.20,31.28
dynamic,astar,apf,default,0.3,5,100678914,SUCCESS,77.9463,21.1527,55.2240,13.38,0.14,45.36,31.28
dynamic,astar,apf,default,0.3,5,100678915,FAILURE,66.6173,0.1759,27.7555,45.31,0.14,45.65,31.28
dynamic,astar,apf,default,0.3,5,100678916,FAILURE,63.8661,0.1775,27.9981,46.93,0.14,45.50,31.28
dynamic,astar,apf,default,0.3,5,100678917,FAILURE,65.5914,0.1774,21.7457,45.88,0.14,45.41,31.28
dynamic,astar,apf,default,0.3,5,100678918,FAILURE,180.0031,37.7596,843.3212,16.24,0.14,45.78,31.28
dynamic,astar,apf,default,0.3,5,100678919,SUCCESS,90.1667,19.3810,99.5283,11.12,0.14,46.20,31.28
dynamic,astar,apf,default,0.3,5,100678920,FAILURE,66.5108,0.5855,73.9139,45.48,0.14,45.35,31.28
dynamic,astar,apf,default,0.3,5,100678919,SUCCESS,48.9589,16.4503,49.2096,13.39,0.14,46.18,31.28
dynamic,astar,apf,default,0.3,5,100678920,FAILURE,63.8966,0.5740,72.1719,45.10,0.14,45.80,31.28
dynamic,astar,apf,default,0.3,5,100678921,FAILURE,180.0102,24.6969,760.3109,13.05,0.14,46.45,31.28
dynamic,astar,apf,default,0.3,5,100678922,FAILURE,64.1786,0.1642,26.6516,46.44,0.14,45.59,31.28
dynamic,astar,apf,default,0.3,5,100678923,FAILURE,62.8144,0.1730,27.4422,45.33,0.14,45.31,31.28
dynamic,astar,apf,default,0.3,5,100678924,FAILURE,64.0340,0.2204,53.9656,46.07,0.14,45.45,31.28
dynamic,astar,apf,default,0.3,5,100678925,SUCCESS,44.1879,15.1997,12.5431,7.81,0.13,41.99,31.28
dynamic,astar,apf,default,0.3,5,100678926,FAILURE,180.0027,31.7385,857.7853,14.37,0.15,47.34,31.28
dynamic,astar,apf,default,0.3,5,100678927,SUCCESS,39.8173,13.7969,40.5376,9.34,0.13,42.14,31.28
dynamic,astar,apf,default,0.3,5,100678928,FAILURE,61.5256,0.1693,27.7862,47.07,0.14,45.64,31.28
dynamic,astar,apf,default,0.3,5,100678929,SUCCESS,168.4606,45.5061,174.1053,22.15,0.14,45.64,31.28
dynamic,astar,apf,default,0.3,5,100678930,FAILURE,180.0026,32.8329,1235.0923,7.50,0.13,42.86,31.28
dynamic,astar,apf,default,0.3,5,100678931,SUCCESS,46.3386,16.8792,22.5492,9.82,0.14,45.72,31.28
dynamic,astar,apf,default,0.3,5,100678932,FAILURE,63.3930,0.1781,28.1256,47.07,0.14,46.45,31.28
dynamic,astar,apf,default,0.3,5,100678933,FAILURE,180.0028,0.0116,8302.4842,6.41,0.13,40.33,31.28
dynamic,astar,apf,default,0.3,5,100678934,SUCCESS,64.1215,21.6405,36.7065,12.52,0.14,43.52,31.28
dynamic,astar,apf,default,0.3,5,100678935,SUCCESS,65.9894,20.7378,61.9386,14.23,0.14,45.14,31.28
dynamic,astar,apf,default,0.3,5,100678936,FAILURE,180.0023,0.0121,3565.9728,6.57,0.13,40.39,31.28
dynamic,astar,apf,default,0.3,5,100678937,FAILURE,61.9075,0.1671,27.1043,48.10,0.14,45.54,31.28
dynamic,astar,apf,default,0.3,5,100678938,SUCCESS,21.8781,7.8875,12.1464,7.74,0.13,41.76,31.28
dynamic,astar,apf,default,0.3,5,100678939,SUCCESS,57.7580,19.2412,48.2622,11.80,0.14,45.52,31.28
dynamic,astar,apf,default,0.3,5,100678940,SUCCESS,62.2175,18.3913,66.5348,10.60,0.14,45.76,31.28
dynamic,astar,apf,default,0.3,5,100678941,SUCCESS,40.5497,13.7471,27.8514,13.04,0.14,46.00,31.28
dynamic,astar,apf,default,0.3,5,100678942,SUCCESS,61.1876,22.0521,13.5245,13.99,0.14,43.87,31.28
dynamic,astar,apf,default,0.5,5,1190109250,SUCCESS,40.8267,14.7437,18.0302,8.88,0.13,41.71,31.28
dynamic,astar,apf,default,0.5,5,1190109251,SUCCESS,52.2739,18.7222,21.2834,12.96,0.15,46.49,31.28
dynamic,astar,apf,default,0.5,5,1190109252,SUCCESS,92.3219,25.3000,158.7386,11.13,0.14,43.27,31.28
dynamic,astar,apf,default,0.5,5,1190109253,SUCCESS,77.7648,17.6703,152.7514,8.66,0.13,41.71,31.28
dynamic,astar,apf,default,0.5,5,1190109254,SUCCESS,18.0381,6.4768,2.3951,6.89,0.13,41.50,31.28
dynamic,astar,apf,default,0.5,5,1190109255,SUCCESS,46.4554,15.6733,27.4449,9.20,0.13,42.38,31.28
dynamic,astar,apf,default,0.5,5,1190109256,FAILURE,63.7232,0.1761,27.6518,49.91,0.15,48.50,31.28
dynamic,astar,apf,default,0.5,5,1190109257,FAILURE,61.8229,0.1651,26.8642,49.48,0.15,48.30,31.28
dynamic,astar,apf,default,0.5,5,1190109258,SUCCESS,52.2183,16.9595,57.0069,9.05,0.13,41.89,31.28
dynamic,astar,apf,default,0.5,5,1190109259,SUCCESS,22.7906,7.6584,9.5753,6.49,0.13,41.29,31.28
dynamic,astar,apf,default,0.5,5,1190109260,SUCCESS,26.2893,8.6939,12.6221,23.10,0.15,48.73,31.28
dynamic,astar,apf,default,0.5,5,1190109261,SUCCESS,49.0665,16.1817,18.8815,8.55,0.13,42.37,31.28
dynamic,astar,apf,default,0.5,5,1190109262,SUCCESS,35.9420,13.2912,15.8189,8.12,0.13,41.49,31.28
dynamic,astar,apf,default,0.5,5,1190109263,FAILURE,64.7191,0.1685,33.9992,49.61,0.15,48.15,31.28
dynamic,astar,apf,default,0.5,5,1190109264,SUCCESS,30.6740,9.3626,22.2311,11.89,0.15,48.15,31.28
dynamic,astar,apf,default,0.5,5,1190109265,SUCCESS,56.8836,19.9029,31.3256,10.88,0.13,42.55,31.28
dynamic,astar,apf,default,0.5,5,1190109266,SUCCESS,93.7815,28.0064,83.0059,15.32,0.14,44.15,31.28
dynamic,astar,apf,default,0.5,5,1190109267,FAILURE,67.4015,0.1723,28.0520,48.77,0.15,48.86,31.28
dynamic,astar,apf,default,0.5,5,1190109268,SUCCESS,28.2838,10.1198,7.9652,12.15,0.15,48.86,31.28
dynamic,astar,apf,default,0.5,5,1190109269,SUCCESS,49.0148,15.5656,27.5276,8.58,0.13,41.75,31.28
dynamic,astar,apf,default,0.5,5,1190109270,SUCCESS,43.8571,14.5009,30.0293,11.07,0.13,42.54,31.28
dynamic,astar,apf,default,0.5,5,1190109271,FAILURE,180.0048,1.9242,1100.3444,11.69,0.13,41.31,31.28
dynamic,astar,apf,default,0.5,5,1190109272,FAILURE,61.8713,0.1639,26.5625,49.81,0.15,48.40,31.28
dynamic,astar,apf,default,0.5,5,1190109273,SUCCESS,16.5028,5.8748,14.1599,9.34,0.14,45.56,31.28
dynamic,astar,apf,default,0.5,5,1190109274,SUCCESS,17.9728,6.5108,15.4604,6.84,0.13,41.26,31.28
dynamic,astar,apf,default,0.5,5,1190109275,SUCCESS,32.2721,11.6616,21.3255,8.35,0.13,42.02,31.28
dynamic,astar,apf,default,0.5,5,1190109276,SUCCESS,15.6067,5.7528,5.0124,6.71,0.13,41.13,31.28
dynamic,astar,apf,default,0.5,5,1190109277,SUCCESS,30.7219,10.8641,6.4527,7.75,0.13,41.48,31.28
dynamic,astar,apf,default,0.5,5,1190109278,SUCCESS,53.3738,18.8844,22.6803,10.16,0.15,47.45,31.28
dynamic,astar,apf,default,0.5,5,1190109279,SUCCESS,23.8047,8.2078,16.7250,8.01,0.13,41.54,31.28
dynamic,astar,apf,default,0.5,5,1190109280,SUCCESS,29.6064,10.6858,13.0892,8.28,0.13,41.53,31.28
dynamic,astar,apf,default,0.5,5,1190109281,SUCCESS,68.5878,23.4760,42.2484,14.65,0.14,43.61,31.28
dynamic,astar,apf,default,0.5,5,1190109282,SUCCESS,30.1855,10.1711,22.5583,7.70,0.13,41.03,31.28
dynamic,astar,apf,default,0.5,5,1190109283,SUCCESS,59.8064,19.5159,38.7496,12.30,0.15,48.62,31.28
dynamic,astar,apf,default,0.5,5,1190109284,SUCCESS,105.1111,31.9065,87.9217,20.99,0.15,46.77,31.28
dynamic,astar,apf,default,0.5,5,1190109285,SUCCESS,51.2342,18.6157,7.8625,15.04,0.14,43.99,31.28
dynamic,astar,apf,default,0.5,5,1190109286,FAILURE,65.6642,0.1671,27.1035,49.25,0.15,48.23,31.28
dynamic,astar,apf,default,0.5,5,1190109287,SUCCESS,46.5190,16.1852,24.9750,9.29,0.13,41.46,31.28
dynamic,astar,apf,default,0.5,5,1190109288,SUCCESS,42.5300,15.9409,10.2654,9.36,0.13,42.37,31.28
dynamic,astar,apf,default,0.5,5,1190109289,SUCCESS,65.5523,21.9286,78.5641,14.19,0.14,43.28,31.28
dynamic,astar,apf,default,0.7,5,2062907642,SUCCESS,78.7320,28.1284,24.1078,17.58,0.14,43.76,31.28
dynamic,astar,apf,default,0.7,5,2062907643,SUCCESS,46.4649,16.2544,16.3239,9.64,0.13,42.85,31.28
dynamic,astar,apf,default,0.7,5,2062907644,SUCCESS,19.3702,6.3119,18.6861,12.13,0.16,50.58,31.28
dynamic,astar,apf,default,0.7,5,2062907645,SUCCESS,32.2497,11.7056,19.3205,9.62,0.13,41.79,31.28
dynamic,astar,apf,default,0.7,5,2062907646,SUCCESS,48.4177,17.7775,24.8066,13.13,0.13,42.32,31.28
dynamic,astar,apf,default,0.7,5,2062907647,SUCCESS,29.1054,10.9244,14.1365,8.62,0.13,41.84,31.28
dynamic,astar,apf,default,0.7,5,2062907648,SUCCESS,73.2282,26.2819,37.7055,14.26,0.13,42.85,31.28
dynamic,astar,apf,default,0.7,5,2062907649,SUCCESS,22.4951,7.8621,17.5310,7.03,0.13,41.50,31.28
dynamic,astar,apf,default,0.7,5,2062907650,SUCCESS,51.1056,18.6333,12.9656,10.24,0.13,42.12,31.28
dynamic,astar,apf,default,0.7,5,2062907651,SUCCESS,48.8995,16.2964,9.9526,8.88,0.13,42.59,31.28
dynamic,astar,apf,default,0.7,5,2062907652,SUCCESS,51.1067,18.7094,20.7606,9.34,0.13,42.77,31.28
dynamic,astar,apf,default,0.7,5,2062907653,SUCCESS,83.2873,27.5892,58.4261,15.52,0.14,44.26,31.28
dynamic,astar,apf,default,0.7,5,2062907654,SUCCESS,31.4891,10.1150,40.4178,8.87,0.13,41.93,31.28
dynamic,astar,apf,default,0.7,5,2062907655,SUCCESS,57.3931,20.9124,25.7324,9.93,0.13,42.05,31.28
dynamic,astar,apf,default,0.7,5,2062907656,SUCCESS,73.4369,17.5796,127.7615,14.17,0.16,50.70,31.28
dynamic,astar,apf,default,0.7,5,2062907657,SUCCESS,71.1094,22.1553,52.7062,14.07,0.14,43.72,31.28
dynamic,astar,apf,default,0.7,5,2062907658,SUCCESS,33.4950,11.5215,4.2848,6.70,0.13,41.57,31.28
dynamic,astar,apf,default,0.7,5,2062907659,SUCCESS,26.6450,8.3792,13.3636,7.30,0.13,41.93,31.28
dynamic,astar,apf,default,0.7,5,2062907660,SUCCESS,25.0742,7.9718,13.9944,7.50,0.13,41.62,31.28
dynamic,astar,apf,default,0.7,5,2062907661,SUCCESS,28.6102,9.2251,16.8721,16.95,0.16,50.23,31.28
dynamic,astar,apf,default,0.7,5,2062907662,SUCCESS,38.3932,13.1927,13.4805,7.67,0.13,41.96,31.28
dynamic,astar,apf,default,0.7,5,2062907663,SUCCESS,40.9273,13.2078,41.5813,10.04,0.13,42.00,31.28
dynamic,astar,apf,default,0.7,5,2062907664,SUCCESS,55.9121,20.0779,23.5588,13.21,0.13,43.16,31.28
dynamic,astar,apf,default,0.7,5,2062907665,SUCCESS,40.8692,14.5113,28.9031,9.86,0.13,42.38,31.28
dynamic,astar,apf,default,0.7,5,2062907666,SUCCESS,40.9857,13.1802,33.1532,9.00,0.13,41.82,31.28
dynamic,astar,apf,default,0.7,5,2062907667,SUCCESS,49.2070,16.7949,33.4153,9.89,0.13,42.56,31.28
